Field,ID,RA,DEC,X,Y,FWHM,FWHM_n,ISOarea,KRON_RADIUS,MU_MAX_INST,PETRO_RADIUS,SEX_FLAGS_DET,SEX_NUMBER_DET,CLASS_STAR,s2n_DET_PStotal,THETA,ELLIPTICITY,ELONGATION,FLUX_RADIUS_20,FLUX_RADIUS_50,FLUX_RADIUS_70,FLUX_RADIUS_90,s2n_r_PStotal,s2n_J0660_PStotal,s2n_i_PStotal,FWHM_r,FWHM_n_r,FWHM_J0660,FWHM_n_J0660,FWHM_i,FWHM_n_i,SEX_FLAGS_r,SEX_FLAGS_J0660,SEX_FLAGS_i,CLASS_STAR_r,CLASS_STAR_J0660,CLASS_STAR_i,r_PStotal,e_r_PStotal,g_PStotal,e_g_PStotal,i_PStotal,e_i_PStotal,u_PStotal,e_u_PStotal,z_PStotal,e_z_PStotal,J0378_PStotal,e_J0378_PStotal,J0395_PStotal,e_J0395_PStotal,J0410_PStotal,e_J0410_PStotal,J0430_PStotal,e_J0430_PStotal,J0515_PStotal,e_J0515_PStotal,J0660_PStotal,e_J0660_PStotal,J0861_PStotal,e_J0861_PStotal,r_psf,e_r_psf,g_psf,e_g_psf,i_psf,e_i_psf,u_psf,e_u_psf,z_psf,e_z_psf,J0378_psf,e_J0378_psf,J0395_psf,e_J0395_psf,J0410_psf,e_J0410_psf,J0430_psf,e_J0430_psf,J0515_psf,e_J0515_psf,J0660_psf,e_J0660_psf,J0861_psf,e_J0861_psf
b'STRIPE82-0032',b'iDR4_3_STRIPE82-0032_0033639',20.88299825471348,1.291087463786995,7966.657,9369.757,0.0004208716,0.97747546,1.2137347e-06,3.9282734,16.16838,3.3,0,33639,0.9801378,-1.0,-77.6606,0.18541092,1.2276129,0.88633734,1.6245608,2.2639637,4.055393,69.689064,95.349434,118.57489,0.00039519006,0.9991935,0.00093705294,2.0901453,0.0004134456,0.9428422,0,0,0,1,1.0,1,18.478807,0.015646672,19.638624,0.04422328,17.476902,0.00945881,22.010897,0.3533928,17.028954,0.010859745,21.63356,0.46514392,20.853123,0.25055435,21.18707,0.31370917,20.958254,0.24570075,19.569836,0.07221833,17.745821,0.011435852,17.138355,0.014338976,18.518133,0.03,19.712412,0.063,17.53183,0.028,,,17.084948,0.032,,,,,,,,,19.619411,0.069,17.981134,0.05,17.189947,0.034
b'STRIPE82-0036',b'iDR4_3_STRIPE82-0036_0011308',24.34039595574356,0.564611581547223,3890.9866,4614.354,0.00035193592,0.9131703,9.33642e-07,3.5125175,15.998916,3.9599998,0,11308,0.9824933,-1.0,23.571999,0.03774482,1.0392253,0.8213739,1.6000257,2.2399247,3.4544957,64.279366,81.63648,81.04795,0.00048254713,1.1141244,0.00044643637,1.0699561,0.0003540004,0.95642316,0,0,0,1,1.0,1,17.593992,0.017380176,18.82585,0.05491663,16.921358,0.013496945,20.929846,90.117386,16.573261,0.013385415,20.8905,0.63746595,20.973566,1.1454632,19.545055,0.35996202,19.435993,0.17761734,18.544262,0.06938845,17.129988,0.013684895,16.54496,0.018000327,17.68996,0.047,18.90323,0.078,17.007395,0.043,,,16.636936,0.046,,,,,,,,,18.56623,0.082,17.18596,0.026,16.600935,0.044
b'STRIPE82-0046',b'iDR4_3_STRIPE82-0046_0036432',31.32290767256059,1.2030117374432403,4572.488,8793.05,0.00041536632,0.9635399,1.0036651e-06,3.9840279,17.11921,3.9599998,0,36432,0.99030834,-1.0,72.956604,0.13376766,1.1544247,0.88963425,1.6594309,2.3374224,3.9400468,66.323494,79.49073,60.003975,0.00038536437,0.96818846,0.0015234224,3.4585938,0.00042721097,0.96316034,0,0,0,1,1.0,1,18.277784,0.01650928,18.535686,0.020526178,18.232595,0.01829496,19.724669,0.09231229,18.288055,0.03215235,18.993507,0.06681657,18.810577,0.0854539,18.782589,0.072638266,18.753098,0.060039032,18.477562,0.046661958,17.702,0.013774599,18.376528,0.050194934,18.301212,0.032,18.583725,0.041,18.276817,0.039,19.738348,0.108,18.307962,0.072,19.017347,0.081,18.815348,0.09,18.779802,0.086,18.802725,0.082,18.515802,0.071,18.233774,0.144,18.392962,0.073
b'STRIPE82-0049',b'iDR4_3_STRIPE82-0049_0046391',33.45533144410335,-0.0373192090046662,9169.042,9838.229,0.00035196263,1.0149413,1.4471451e-06,3.6091368,15.483524,3.3,2,46391,0.98242223,-1.0,-58.937656,0.08099431,1.0881325,0.76784545,1.4696625,2.0567844,3.5329313,91.86664,105.386215,150.94762,0.0004676784,1.3224579,0.00038685597,0.9794312,0.0003088208,0.9298235,2,2,2,1,1.0,1,18.094278,0.01218296,19.382477,0.027590409,17.09774,0.0074657565,22.70626,0.554908,16.700188,0.007721896,21.82322,0.3877084,21.317362,0.37050143,20.77581,0.23365234,20.287233,0.1447157,19.081354,0.047139246,17.544003,0.010620057,16.787586,0.011437071,18.226978,0.041,19.485619,0.04,17.154242,0.022,,,16.730433,0.022,,,,,,,20.284618,0.112,19.142618,0.04,17.59698,0.019,16.803432,0.024
b'STRIPE82-0062',b'iDR4_3_STRIPE82-0062_0019146',42.89721446854465,0.7309642549500368,3029.563,5703.2793,0.00036129053,0.99897784,1.1670526e-06,3.8630178,16.270878,3.9599998,0,19146,0.982477,-1.0,-54.55242,0.029656827,1.0305632,0.8673971,1.6112068,2.2079492,3.730496,80.24855,106.00358,101.921684,0.00036394934,0.94730246,0.00033504184,0.9208017,0.00033973067,0.970552,0,0,0,1,1.0,1,17.842665,0.013342814,19.004166,0.02990249,17.24658,0.010365312,21.655785,0.38908562,17.106977,0.014493113,21.210936,0.48766834,23.10792,4.2758284,21.539877,0.67518204,19.853367,0.13033475,18.840227,0.044046182,17.394598,0.010100992,16.729631,0.012165931,17.937681,0.04,19.055931,0.033,17.429976,0.054,,,,,,,,,,,19.968931,0.122,18.87693,0.06,17.437681,0.024,16.793625,0.035
b'STRIPE82-0063',b'iDR4_3_STRIPE82-0063_0001760',44.106764583471566,-1.3198470240584308,4389.592,1443.1228,0.0003796928,0.9679475,9.569831e-07,4.2272906,17.150763,3.9599998,0,1760,0.98172975,-1.0,78.95584,0.08712828,1.0954441,0.8487011,1.5611814,2.1829042,3.6098657,63.660133,64.6478,57.9053,0.00041366892,0.9817176,0.0004166454,0.98875904,0.00034842797,0.9241279,0,0,0,1,1.0,1,18.491001,0.016849363,18.77398,0.018740498,18.403166,0.018374864,19.745613,0.060176376,18.152287,0.024941128,19.272058,0.066996776,19.555735,0.13587315,19.496338,0.111182034,18.0792,0.033026494,18.879263,0.052843038,18.200895,0.016591944,18.17254,0.035928167,18.527054,0.032,18.832369,0.033,18.44744,0.034,19.738197,0.07,18.169664,0.052,19.264198,0.088,,,19.497368,0.11,18.119368,0.036,18.950369,0.061,18.253054,0.032,18.183664,0.066
b'STRIPE82-0065',b'iDR4_3_STRIPE82-0065_0025507',44.7932368688945,-0.3777390534173016,9173.211,7609.7476,0.00038453113,1.0373822,1.3070988e-06,3.8680267,16.091267,3.9599998,2,25507,0.9812959,-1.0,84.4501,0.04747373,1.0498399,0.8758377,1.6937171,2.4939616,4.427941,64.49486,95.868835,66.97122,0.00037341873,1.0274651,0.00032806207,0.97855204,0.00037050902,1.017194,2,2,2,1,1.0,1,18.277023,0.01659603,18.535002,0.016226793,18.179306,0.016653972,18.834848,0.029569166,17.673887,0.0183918,18.291054,0.029668847,18.529188,0.04770564,18.60041,0.043790508,18.476015,0.03909091,18.540823,0.033547945,17.792858,0.0111648245,18.009111,0.027998686,18.311205,0.032,18.590527,0.022,18.26086,0.031,18.8887,0.04,17.736975,0.055,18.356699,0.033,18.558422,0.055,18.661526,0.046,18.591526,0.045,18.624527,0.041,17.861526,0.02,18.095976,0.055
b'STRIPE82-0066',b'iDR4_3_STRIPE82-0066_0000261',45.658987532999966,0.0343346259235944,3506.2305,1143.2252,0.0003285087,0.94846284,7.7025464e-07,3.4644315,16.664963,3.9599998,0,261,0.98141414,-1.0,49.971027,0.019114852,1.0194874,0.7007404,1.3224589,1.8095133,3.1466873,76.32285,70.44408,66.23187,0.0003173047,0.94389284,0.00032908865,0.98259974,0.0003411463,0.9556447,0,0,0,1,1.0,1,18.307247,0.014080742,18.792915,0.01836437,18.152752,0.016269084,19.069904,0.035003092,18.141863,0.026914872,18.843971,0.0453474,18.92511,0.071959145,19.02908,0.06400253,18.771112,0.050183874,18.808222,0.045692757,18.068789,0.015255824,18.060123,0.03869969,18.354687,0.028,18.84438,0.03,18.19725,0.042,19.018286,0.044,18.181602,0.06,18.812284,0.057,18.849285,0.082,18.98938,0.077,18.869379,0.058,18.81738,0.054,18.111687,0.034,18.067602,0.064
b'STRIPE82-0067',b'iDR4_3_STRIPE82-0067_0034881',46.20768566436188,-0.1370539558111414,9192.214,9185.3125,0.00034441098,1.0285491,1.7972609e-06,3.3085773,15.048419,3.3,0,34881,0.98094755,-1.0,-83.0495,0.1182152,1.1340636,0.7355349,1.3593658,1.9236534,3.421162,128.12411,138.24586,113.66618,0.00033699104,1.0156554,0.0003554521,1.005233,0.0003373739,1.0303082,0,0,0,1,1.0,1,17.568716,0.008448861,17.77895,0.009962836,17.520233,0.009852424,19.115103,0.03276535,17.445742,0.014386768,18.8738,0.040568307,18.76769,0.05258557,18.567923,0.041550163,18.336338,0.033520244,16.854681,0.011942992,17.142456,0.0078302715,17.51602,0.018708358,17.59275,0.018,17.827923,0.015,17.55332,0.028,19.122566,0.038,17.501064,0.041,18.916447,0.048,18.835445,0.062,18.651136,0.043,18.392136,0.038,16.917782,0.017,17.18043,0.017,17.556543,0.035
b'STRIPE82-0070',b'iDR4_3_STRIPE82-0070_0014145',48.53427191019761,0.509925498833359,3240.4326,4256.4326,0.0004751824,1.0212839,1.3537809e-06,4.026046,16.731087,4.62,0,14145,0.9790088,-1.0,41.26466,0.05559379,1.0588664,0.9776499,1.8778343,2.5950909,4.005715,73.21645,79.297356,70.72616,0.00049788336,1.0360668,0.0017043499,3.3929718,0.00042202455,0.9646083,0,0,0,1,1.0,1,18.331696,0.015263526,18.952837,0.022993764,18.068047,0.01547888,20.602774,0.16914803,17.896929,0.023000011,19.980753,0.15477619,20.216576,0.21890546,19.479218,0.08981835,19.4351,0.08428519,18.813236,0.049414653,17.95079,0.014093048,17.971134,0.028140172,18.389458,0.027,18.988554,0.032,18.119638,0.034,,,17.938585,0.051,,,,,19.535553,0.078,19.529552,0.09,18.919554,0.049,18.135458,0.06,17.990585,0.043
b'STRIPE82-0072',b'iDR4_3_STRIPE82-0072_0009794',49.845482811351104,0.2751011428282754,3934.9001,2719.309,0.00034391653,0.95474046,9.569831e-07,3.677328,15.8506155,3.9599998,0,9794,0.9822875,-1.0,86.542274,0.07588506,1.0821165,0.73377806,1.3429601,1.8713032,3.0558608,89.07519,81.38313,101.70693,0.00033276004,0.96283334,0.0006412033,1.4308919,0.00034654693,0.9723562,0,0,0,1,,1,18.232922,0.012277696,19.457304,0.028161248,17.734425,0.010571942,22.466856,0.5219445,17.455055,0.01366438,22.055696,0.56451476,21.89205,0.75669426,20.586596,0.19728911,20.333103,0.142721,19.384605,0.055522077,17.83874,0.013438143,17.549086,0.01995369,18.278866,0.027,19.470068,0.044,17.765076,0.02,,,17.48447,0.038,,,,,,,20.472069,0.131,19.406069,0.057,,,17.58347,0.033
b'STRIPE82-0073',b'iDR4_3_STRIPE82-0073_0005021',50.55023443036463,-1.2494681315752496,8598.514,1903.5914,0.0004160555,0.95996654,1.2604168e-06,4.092785,16.468403,3.9599998,0,5021,0.98040175,-1.0,47.652393,0.093767405,1.1034695,0.9179992,1.7375793,2.4467556,4.222522,74.99376,73.64902,64.49548,0.00044111515,0.9139695,0.00041471916,0.92353106,0.0003995686,0.9413297,0,0,0,1,1.0,1,18.244549,0.014444577,18.731014,0.019324157,18.22321,0.016970487,19.5041,0.045939337,18.132387,0.025151687,19.228384,0.054606814,19.594276,0.096135855,19.238792,0.06956835,18.467422,0.03868689,18.952211,0.044941194,18.074617,0.014708318,18.109919,0.03265691,18.338045,0.027,18.812666,0.024,18.281427,0.033,19.530008,0.052,18.162975,0.057,19.284008,0.055,19.582008,0.092,19.272789,0.079,18.55179,0.045,19.022789,0.056,18.158365,0.024,18.144623,0.055
b'STRIPE82-0076',b'iDR4_3_STRIPE82-0076_0025834',51.996671934570806,0.7396689110842595,8408.286,5760.2974,0.000324248,0.9887635,1.6338736e-06,4.145281,15.748833,2.73,2,25834,0.9689383,-1.0,6.215994,0.07317114,1.0789478,0.8411558,1.6086574,2.5277698,5.912106,96.16293,100.54289,92.290085,0.00034208587,0.99992746,0.00031112548,0.94281906,0.00030722868,0.96918035,2,2,2,1,1.0,1,18.087847,0.01108376,18.606514,0.015936824,17.913473,0.01167271,18.65668,0.025991095,17.877491,0.017135022,18.565308,0.03647026,18.724073,0.05890103,18.726837,0.05070416,18.626373,0.043227382,18.48679,0.031184051,17.793627,0.010600917,17.906084,0.021243954,18.124168,0.027,18.646196,0.026,17.968378,0.025,18.698666,0.037,17.925457,0.038,18.619665,0.038,18.694666,0.055,18.781197,0.046,18.67932,0.052,18.534195,0.038,17.83017,0.023,17.961456,0.039
b'STRIPE82-0079',b'iDR4_3_STRIPE82-0079_0019082',55.86491659885225,-0.7540514020473039,1643.2886,5146.4473,0.00026880886,0.8672148,7.469136e-07,3.5153844,16.31494,3.3,0,19082,0.99986535,-1.0,-81.99932,0.05224812,1.0551285,0.64292336,1.0725735,1.5524045,2.5778575,81.91075,92.3716,90.17389,0.00026294493,0.8315097,0.0012056999,2.963366,0.0002782798,0.9106102,0,0,0,1,1.0,1,18.191336,0.012718868,19.280552,0.024929417,17.791153,0.011464634,21.338285,0.2426715,17.54324,0.015774287,22.382889,0.8303926,21.047338,0.37398118,20.587084,0.24324569,20.257187,0.17474438,19.159872,0.059994698,17.391851,0.011278489,17.665403,0.020214936,18.20055,0.03,19.29283,0.041,17.842735,0.043,,,17.564028,0.04,,,,,,,,,19.228565,0.066,18.738539,0.257,17.682755,0.034
b'STRIPE82-0080',b'iDR4_3_STRIPE82-0080_0028367',55.19831490380982,0.9599730984538396,6006.238,7202.16,0.00036201693,1.0256108,9.803241e-07,3.921163,16.718374,3.9599998,0,28367,0.9824658,-1.0,-78.15857,0.11324614,1.1277087,0.8315444,1.5039393,2.170074,3.7313452,67.360886,88.41428,76.79221,0.0003866408,1.0056046,0.00043258764,0.9783749,0.0003302558,1.0015947,0,0,0,1,1.0,1,18.17676,0.016712075,18.489117,0.015896669,17.980057,0.014467869,19.717066,0.07469101,17.908659,0.024119083,18.797733,0.055651132,18.76687,0.073048204,18.751081,0.057784002,18.74281,0.05285181,18.047213,0.029249098,17.830217,0.012732561,17.690887,0.022129271,18.21749,0.03,18.533653,0.027,18.016636,0.038,19.715227,0.113,17.947111,0.054,18.920805,0.066,18.929806,0.082,18.871735,0.061,18.797735,0.052,18.126734,0.033,17.892374,0.027,17.742325,0.036
b'STRIPE82-0084',b'iDR4_3_STRIPE82-0084_0013766',57.83064538267181,0.5379235714247186,7330.4907,4439.676,0.00041579068,1.03333,2.0306713e-06,3.7867892,15.882304,3.9599998,0,13766,0.9773812,-1.0,68.4584,0.12125546,1.1379871,0.9137129,1.7984605,2.647305,4.682955,107.844154,120.006676,136.2317,0.0003966719,1.0263691,0.00044071997,0.99988693,0.00041421768,1.0720131,0,0,0,1,1.0,1,17.795282,0.01022883,19.072073,0.023242205,17.172993,0.00798529,20.808088,0.12814024,16.820166,0.009406654,20.659687,0.18385874,20.792578,0.3282325,19.82372,0.11551197,20.082867,0.13195981,19.032394,0.048343793,17.211912,0.009192152,16.578384,0.010840241,17.862179,0.023,19.118608,0.032,17.246746,0.014,20.848003,0.127,16.90647,0.024,,,,,,,20.046608,0.118,19.091608,0.05,17.28118,0.011,16.63447,0.018
b'STRIPE82-0086',b'iDR4_3_STRIPE82-0086_0026966',59.38646334933379,0.9287609198485788,6423.9243,6997.871,0.00046781407,0.99960333,1.6805557e-06,3.8818219,16.84654,3.9599998,3,26966,0.9778353,-1.0,-33.59544,0.06605363,1.0707253,1.0372494,1.886321,2.6605744,4.3927445,91.76118,106.312225,86.81262,0.00048753133,0.9776568,0.00035243493,0.73406106,0.0004800967,1.0088419,3,3,3,1,1.0,1,17.75648,0.012260555,18.260544,0.015241229,17.52153,0.01275989,19.433992,0.070575565,17.448992,0.017141914,18.899977,0.06792073,18.74459,0.10615272,18.603313,0.059551187,18.454937,0.04985856,17.95367,0.02662638,17.47545,0.010582443,17.481121,0.017855253,17.826157,0.024,18.33041,0.024,17.58658,0.022,19.602856,0.1,17.502165,0.037,18.989988,0.061,19.028988,0.111,18.732351,0.057,18.589352,0.057,18.052353,0.034,17.668291,0.038,17.552454,0.031
b'STRIPE82-0087',b'iDR4_3_STRIPE82-0087_0015376',300.64533014734843,-1.2212726567805854,4369.068,2088.4026,0.0004603254,0.9436173,1.6572146e-06,3.956436,17.265827,4.62,2,15376,0.9814213,-1.0,-49.687588,0.10314232,1.1150041,1.0431466,2.0058677,2.935981,5.0315957,96.21664,169.33955,97.123,0.00048150704,0.995879,0.0008518589,1.6497177,0.00043441437,0.93679786,2,2,2,1,,1,18.09445,0.0111940075,18.904215,0.018138459,17.816929,0.010978995,20.803476,0.12898216,17.655746,0.015675826,20.751205,0.26983714,20.602005,0.2977555,19.589922,0.103535615,19.44622,0.08531436,18.754354,0.04012015,16.753834,0.006360296,17.732353,0.019992284,18.136822,0.019,18.906746,0.028,17.823261,0.022,,,17.695414,0.032,,,,,,,19.440746,0.092,18.751745,0.042,,,17.742414,0.033
b'STRIPE82-0087',b'iDR4_3_STRIPE82-0087_0022270',300.6432025139229,-1.156156755416985,4382.976,2514.6494,0.00045458454,0.9318492,2.3807872e-06,3.9937665,16.625938,3.9599998,2,22270,0.97740144,-1.0,-86.76971,0.03528315,1.0365735,1.0556525,2.0640984,3.036241,5.18433,139.73529,170.63121,154.30867,0.00045898944,0.94930685,0.00065148046,1.2616631,0.00043037752,0.92809254,2,2,2,1,1.0,1,17.538988,0.007738627,18.580706,0.014356307,17.16107,0.006926321,20.80342,0.13036361,16.9312,0.00892132,20.385256,0.19793421,20.272324,0.22120692,19.392658,0.085965134,19.360376,0.07815098,18.44425,0.031255208,16.782341,0.006337406,16.990608,0.01157377,17.581656,0.015,18.60585,0.02,17.18,0.015,,,16.958157,0.022,,,,,19.48385,0.099,19.34785,0.081,18.454851,0.039,16.789656,0.013,17.021156,0.022
b'STRIPE82-0087',b'iDR4_3_STRIPE82-0087_0024102',300.40876862435806,-1.136890168374173,5917.194,2640.7947,0.000500343,1.0256491,1.7505788e-06,3.8001301,17.118526,5.2799997,3,24102,0.9815483,-1.0,8.931333,0.12748456,1.1461115,1.1354167,2.208969,3.1793628,5.0574217,108.20049,119.75809,100.313156,0.00055563706,1.1491988,0.0013619261,2.6375186,0.00045862873,0.9890152,3,3,3,1,1.0,1,17.932362,0.010038184,18.448914,0.013222727,17.77376,0.010671679,19.564844,0.04664168,17.692196,0.016104462,19.148533,0.07148739,18.902939,0.069660544,18.818995,0.05438333,18.758034,0.048555013,18.284782,0.02768714,17.338875,0.00906942,17.718277,0.019642835,15.959262,0.009,16.823446,0.009,15.602129,0.007,18.81426,0.029,15.427582,0.009,18.45726,0.052,18.43726,0.047,17.618446,0.024,17.426447,0.023,16.568447,0.01,15.909262,0.009,15.479582,0.008
b'STRIPE82-0087',b'iDR4_3_STRIPE82-0087_0024261',301.0841907211308,-1.136270078712599,1496.8381,2644.4346,0.0004589952,0.94089055,1.400463e-06,3.375814,17.448782,4.62,0,24261,0.98075396,-1.0,33.411427,0.028767109,1.0296192,1.0065348,1.9487835,2.7982194,4.7015896,81.020584,119.57124,88.7268,0.00046381142,0.95927995,0.0017268169,3.3441694,0.00045057508,0.97164786,0,0,0,1,,1,18.255754,0.013087901,19.189716,0.023107538,17.884789,0.012030639,21.40335,0.2427285,17.707441,0.016985431,21.865639,0.8025143,20.768223,0.3756245,19.987236,0.1571267,19.86411,0.12791902,19.034334,0.05187778,17.146732,0.008868264,17.764446,0.021294633,18.297285,0.027,19.228748,0.035,17.892689,0.024,,,,,,,,,,,,,19.129747,0.062,,,17.792004,0.035
b'STRIPE82-0087',b'iDR4_3_STRIPE82-0087_0030045',301.0771670361156,-1.0834119104688242,1542.7642,2990.462,0.00044502216,0.9122473,1.5638503e-06,3.9463656,17.196619,3.9599998,3,30045,0.9819835,-1.0,-88.077354,0.07894844,1.0857155,1.0165758,1.9731299,2.9162776,5.0307245,91.082954,149.89026,114.47679,0.00044817428,0.92693835,0.0010742574,2.0804167,0.00042438935,0.9151793,3,3,3,1,,1,18.101255,0.01162638,19.431276,0.027672414,17.538586,0.009285225,22.273428,0.5341715,17.204159,0.011255876,21.350359,0.50823724,21.730665,0.9067831,20.35421,0.21783975,20.580515,0.23722023,19.31546,0.0650694,16.85537,0.007064935,17.306625,0.01489347,18.133015,0.021,19.467913,0.035,17.55598,0.018,,,17.222437,0.024,,,,,,,,,19.324913,0.079,,,17.332436,0.03
b'STRIPE82-0087',b'iDR4_3_STRIPE82-0087_0041102',300.95415928338224,-0.9790515103603572,2347.7825,3673.7395,0.00047395227,0.9715509,1.3304399e-06,3.6567957,17.549015,4.62,3,41102,0.9795734,-1.0,76.68753,0.18454015,1.2263019,1.089982,2.096265,3.1328752,5.6524553,73.87819,262.30634,71.18129,0.0004671638,0.9662135,0.0020116246,3.8957307,0.0004617666,0.99578196,3,3,3,1,,1,18.439096,0.014464296,19.186758,0.022367649,18.22064,0.0149171,20.68569,0.12216598,18.033,0.021556966,20.108727,0.158711,20.7311,0.34400305,19.586561,0.10481258,19.607916,0.098436676,19.040085,0.050137818,15.509657,0.004073848,18.075317,0.026506502,18.465101,0.026,19.23071,0.037,18.242554,0.027,,,18.056154,0.044,,,,,,,19.699709,0.12,19.06571,0.06,,,18.099155,0.041
b'STRIPE82-0087',b'iDR4_3_STRIPE82-0087_0043401',300.48434696639407,-0.9605511687259388,5422.579,3795.0618,0.00047937038,0.98265743,3.3144293e-06,3.9181726,16.81578,3.9599998,3,43401,0.8861923,-1.0,20.09046,0.16787004,1.2017354,1.1553488,2.2991045,3.5569065,6.2040963,140.97346,178.7577,139.42389,0.00047820617,0.98905194,0.0015261765,2.9556074,0.000451094,0.9727669,3,3,3,1,,1,17.560251,0.0079422975,18.244154,0.011663536,17.342009,0.007839582,19.589144,0.050671525,17.230194,0.01113681,19.367052,0.09013486,19.411484,0.111237206,18.710209,0.050783735,18.678043,0.045994908,18.017212,0.023175353,16.637768,0.006263525,17.270676,0.014024916,17.617764,0.018,18.301558,0.019,17.37483,0.02,19.715721,0.064,17.268524,0.024,,,,,,,,,18.073559,0.035,,,17.323524,0.028
b'STRIPE82-0087',b'iDR4_3_STRIPE82-0087_0043433',300.6129531579823,-0.9577993974364554,4580.9004,3813.055,0.00047231984,0.9682046,1.3070988e-06,3.836286,17.67107,4.62,0,43433,0.9795853,-1.0,25.004354,0.07485688,1.0809138,1.0824157,2.0514224,2.9505277,4.9042645,77.59078,150.27316,74.084564,0.0004703141,0.9727291,0.0007619899,1.4756767,0.00045884572,0.9894832,0,0,0,1,1.0,1,18.448284,0.01439354,19.225842,0.02267687,18.214516,0.014737684,21.787466,0.33467475,18.090923,0.022274056,21.366865,0.49834484,21.165154,0.5174876,20.014261,0.14964986,19.806658,0.114790544,19.00755,0.048337545,17.041664,0.007431839,18.09594,0.026318971,18.491144,0.023,19.250965,0.031,18.232422,0.032,,,18.159824,0.04,,,,,,,19.925966,0.145,19.079966,0.061,17.050144,0.014,18.138824,0.044
b'STRIPE82-0087',b'iDR4_3_STRIPE82-0087_0059712',300.6538691717145,-0.8149825696131713,4313.083,4747.8584,0.0005005005,1.0259719,1.9139661e-06,4.5511923,17.682884,3.3,3,59712,0.9256181,-1.0,-50.073864,0.19160658,1.2370214,1.2614708,2.5884452,4.2677526,8.760933,75.43357,267.14282,69.332886,0.00052220834,1.0800596,0.0020272357,3.9259632,0.00048087395,1.0369861,3,3,3,1,1.0,1,18.47655,0.015013743,19.076824,0.021028852,18.302914,0.01590478,20.329786,0.09927273,18.214622,0.024564905,19.903086,0.14788395,19.62988,0.14170188,19.51248,0.100319706,19.309725,0.07845109,18.911222,0.04606838,15.828389,0.004239456,18.20972,0.028868802,18.52955,0.024,19.140478,0.03,18.337034,0.03,,,18.281303,0.053,,,,,,,19.503477,0.092,18.961477,0.051,15.06555,0.013,18.238304,0.039
b'STRIPE82-0087',b'iDR4_3_STRIPE82-0087_0065072',300.86082332291454,-0.7650950916951224,2958.5461,5074.307,0.00047975322,0.98344225,1.5171682e-06,3.2481635,17.529871,4.62,0,65072,0.9805491,-1.0,77.25967,0.036105275,1.0374577,1.0307837,1.9252956,2.7338927,4.188586,86.68944,102.44717,81.71048,0.00048405005,1.0011386,0.0007302432,1.4141958,0.00044708088,0.9641127,0,0,0,1,,1,18.256271,0.012495579,18.904837,0.018156094,18.072147,0.013065719,20.6949,0.13141239,17.974903,0.021463733,19.763208,0.12575625,19.992754,0.18825461,19.45956,0.09462826,19.14974,0.06734947,18.754408,0.04016254,17.620182,0.010573595,17.985512,0.023991533,18.258715,0.02,18.905592,0.024,18.066603,0.023,,,18.000385,0.043,,,,,,,19.131592,0.071,18.79659,0.05,,,17.980385,0.035
b'STRIPE82-0087',b'iDR4_3_STRIPE82-0087_0075528',300.6175217264665,-0.6675509029921988,4550.942,5712.8794,0.0004819204,0.9878847,1.377122e-06,4.135789,17.654675,4.62,2,75528,0.9804392,-1.0,-80.44509,0.08836955,1.0969356,1.0853524,2.0390701,2.9091928,4.7397976,80.52703,109.82024,81.16764,0.0004882438,1.0098124,0.0006910614,1.3383158,0.0004622907,0.9969121,2,2,2,1,1.0,1,18.390223,0.013939258,19.25954,0.02396238,18.104511,0.013406848,22.213875,0.5564814,17.985313,0.020052377,20.533619,0.26216412,20.61573,0.34415722,20.01984,0.15491094,19.867413,0.12496528,19.21591,0.058698285,17.553974,0.010221132,17.97823,0.023544528,18.437065,0.022,19.284351,0.032,18.13009,0.026,,,18.007227,0.037,,,,,,,,,19.262352,0.066,17.581064,0.019,18.018229,0.04
b'STRIPE82-0087',b'iDR4_3_STRIPE82-0087_0097563',300.6705943772001,-0.4641292161917604,4203.5215,7044.3716,0.00049069565,1.005873,1.5638503e-06,3.6665854,17.58944,4.62,0,97563,0.97752964,-1.0,60.0185,0.02579248,1.0264753,1.0805101,2.0932615,3.0355117,5.0548024,86.229,129.39436,83.335915,0.00050796365,1.050598,0.00065372733,1.2660143,0.00047096884,1.0156262,0,0,0,1,1.0,1,18.28772,0.012916479,18.89796,0.018265681,18.079319,0.013244613,20.381563,0.10358453,17.984816,0.020115409,19.989492,0.15750922,20.205448,0.23471718,19.38537,0.08971098,19.329597,0.078944065,18.78771,0.041244138,17.313244,0.008607601,18.0069,0.024191584,18.314621,0.021,18.921612,0.022,18.106527,0.025,20.40008,0.109,18.000154,0.038,,,,,19.485613,0.101,19.364613,0.093,18.827612,0.047,17.331621,0.015,18.041155,0.039
